timestamp,open,high,low,close,volume
2024-01-02 09:15:00,1520.0,1522.33,1517.24,1518.83,81892
2024-01-02 09:20:00,1518.83,1520.07,1510.46,1515.69,7738
2024-01-02 09:25:00,1515.69,1519.7,1510.56,1513.08,8442
2024-01-02 09:30:00,1513.08,1517.16,1509.58,1511.65,51006
2024-01-02 09:35:00,1511.65,1513.96,1507.63,1510.55,23839
2024-01-02 09:40:00,1510.55,1511.22,1505.73,1509.75,25507
2024-01-02 09:45:00,1509.75,1511.5,1502.22,1506.55,45225
2024-01-02 09:50:00,1506.55,1510.99,1505.04,1505.32,17989
2024-01-02 09:55:00,1505.32,1507.4,1498.71,1507.19,28859
2024-01-02 10:00:00,1507.19,1507.98,1503.65,1507.01,8698
2024-01-02 10:05:00,1507.01,1514.1,1501.72,1505.0,53008
2024-01-02 10:10:00,1505.0,1511.22,1500.44,1503.74,29976
2024-01-02 10:15:00,1503.74,1505.39,1498.67,1503.53,11161
2024-01-02 10:20:00,1503.53,1505.18,1498.77,1499.47,24027
2024-01-02 10:25:00,1499.47,1502.26,1499.37,1501.59,7025
2024-01-02 10:30:00,1501.59,1509.14,1488.46,1505.03,26330
2024-01-02 10:35:00,1505.03,1506.4,1502.37,1504.23,25944
2024-01-02 10:40:00,1504.23,1506.08,1497.51,1502.4,19445
2024-01-02 10:45:00,1502.4,1503.83,1497.34,1499.46,18963
2024-01-02 10:50:00,1499.46,1501.05,1497.21,1499.97,9099
2024-01-02 10:55:00,1499.97,1503.28,1491.94,1498.93,10155
2024-01-02 11:00:00,1498.93,1502.5,1497.71,1500.1,38191
2024-01-02 11:05:00,1500.1,1500.65,1491.36,1499.02,27351
2024-01-02 11:10:00,1499.02,1502.42,1493.82,1498.69,27256
2024-01-02 11:15:00,1498.69,1502.5,1497.58,1498.9,19813
2024-01-02 11:20:00,1498.9,1502.3,1498.42,1502.0,29405
2024-01-02 11:25:00,1502.0,1503.75,1501.39,1501.41,25788
2024-01-02 11:30:00,1501.41,1509.12,1493.63,1502.19,6931
2024-01-02 11:35:00,1502.19,1509.72,1500.93,1504.15,9353
2024-01-02 11:40:00,1504.15,1507.69,1501.92,1503.15,6355
